effect_bonus_value_unit_ability_junctions_tables	0
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_fiery_convocation_upgraded	enable	wh2_main_spell_high_magic_fiery_convocation
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_cooldown_fiery_convocation	recharge_mod	wh2_main_spell_high_magic_fiery_convocation
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_fiery_convocation_upgraded	enable_overchage	wh2_main_spell_high_magic_fiery_convocation
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_enable_fiery_convocation_upgraded	enable	wh2_main_spell_high_magic_fiery_convocation
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_miscast_reduction_fiery_convocation_upgraded	miscast_percentage_mod	wh2_main_spell_high_magic_fiery_convocation_upgraded
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_fiery_convocation	cost_mod	wh2_main_spell_high_magic_fiery_convocation
wh2_dlc10_hef_alarielle_wh2_main_effect_magic_high_reduce_wom_cost_fiery_convocation_upgraded	cost_mod	wh2_main_spell_high_magic_fiery_convocation_upgraded
wef_naieth_the_prophetess_wh_main_effect_ability_enable_rolling_skies	enable	wh_main_lore_passive_roiling_skies
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_harmonic_convergence_upgraded	enable_overchage	wh_main_spell_heavens_harmonic_convergence
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_harmonic_convergence_upgraded	enable	wh_main_spell_heavens_harmonic_convergence
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_harmonic_convergence	recharge_mod	wh_main_spell_heavens_harmonic_convergence
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_harmonic_convergence_upgraded	enable_overchage	wh_main_spell_heavens_harmonic_convergence
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_harmonic_convergence_upgraded	enable	wh_main_spell_heavens_harmonic_convergence
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_miscast_reduction_harmonic_convergence_upgraded	miscast_percentage_mod	wh_main_spell_heavens_harmonic_convergence_upgraded
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_harmonic_convergence	cost_mod	wh_main_spell_heavens_harmonic_convergence
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_harmonic_convergence_upgraded	cost_mod	wh_main_spell_heavens_harmonic_convergence_upgraded
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_harmonic_convergence	recharge_mod	wh_main_spell_heavens_harmonic_convergence
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_enable_wind_blast	enable	wh_main_spell_heavens_wind_blast
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_wind_blast_upgraded	enable_overchage	wh_main_spell_heavens_wind_blast
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_wind_blast_upgraded	enable	wh_main_spell_heavens_wind_blast
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_wind_blast	recharge_mod	wh_main_spell_heavens_wind_blast
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_wind_blast_upgraded	enable_overchage	wh_main_spell_heavens_wind_blast
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_wind_blast_upgraded	enable	wh_main_spell_heavens_wind_blast
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_miscast_reduction_wind_blast_upgraded	miscast_percentage_mod	wh_main_spell_heavens_wind_blast_upgraded
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_wind_blast	cost_mod	wh_main_spell_heavens_wind_blast
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_wind_blast_upgraded	cost_mod	wh_main_spell_heavens_wind_blast_upgraded
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_wind_blast	recharge_mod	wh_main_spell_heavens_wind_blast
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_enable_curse_of_the_midnight_wind	enable	wh_main_spell_heavens_curse_of_the_midnight_wind
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_curse_of_the_midnight_wind_upgraded	enable_overchage	wh_main_spell_heavens_curse_of_the_midnight_wind
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_curse_of_the_midnight_wind_upgraded	enable	wh_main_spell_heavens_curse_of_the_midnight_wind
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_curse_of_the_midnight_wind	recharge_mod	wh_main_spell_heavens_curse_of_the_midnight_wind
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_curse_of_the_midnight_wind_upgraded	enable_overchage	wh_main_spell_heavens_curse_of_the_midnight_wind
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_curse_of_the_midnight_wind_upgraded	enable	wh_main_spell_heavens_curse_of_the_midnight_wind
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_miscast_reduction_curse_of_the_midnight_wind_upgraded	miscast_percentage_mod	wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_curse_of_the_midnight_wind	cost_mod	wh_main_spell_heavens_curse_of_the_midnight_wind
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_curse_of_the_midnight_wind_upgraded	cost_mod	wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_curse_of_the_midnight_wind	recharge_mod	wh_main_spell_heavens_curse_of_the_midnight_wind
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_enable_urannons_thunderbolt	enable	wh_main_spell_heavens_urannons_thunderbolt
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_urannons_thunderbolt_upgraded	enable_overchage	wh_main_spell_heavens_urannons_thunderbolt
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_urannons_thunderbolt_upgraded	enable	wh_main_spell_heavens_urannons_thunderbolt
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_urannons_thunderbolt	recharge_mod	wh_main_spell_heavens_urannons_thunderbolt
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_urannons_thunderbolt_upgraded	enable_overchage	wh_main_spell_heavens_urannons_thunderbolt
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_urannons_thunderbolt_upgraded	enable	wh_main_spell_heavens_urannons_thunderbolt
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_miscast_reduction_urannons_thunderbolt_upgraded	miscast_percentage_mod	wh_main_spell_heavens_urannons_thunderbolt_upgraded
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_urannons_thunderbolt	cost_mod	wh_main_spell_heavens_urannons_thunderbolt
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_urannons_thunderbolt_upgraded	cost_mod	wh_main_spell_heavens_urannons_thunderbolt_upgraded
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_urannons_thunderbolt	recharge_mod	wh_main_spell_heavens_urannons_thunderbolt
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_enable_comet_of_casandora	enable	wh_main_spell_heavens_comet_of_casandora
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_comet_of_casandora_upgraded	enable_overchage	wh_main_spell_heavens_comet_of_casandora
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_comet_of_casandora_upgraded	enable	wh_main_spell_heavens_comet_of_casandora
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_comet_of_casandora	recharge_mod	wh_main_spell_heavens_comet_of_casandora
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_comet_of_casandora_upgraded	enable_overchage	wh_main_spell_heavens_comet_of_casandora
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_enable_comet_of_casandora_upgraded	enable	wh_main_spell_heavens_comet_of_casandora
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_miscast_reduction_comet_of_casandora_upgraded	miscast_percentage_mod	wh_main_spell_heavens_comet_of_casandora_upgraded
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_comet_of_casandora	cost_mod	wh_main_spell_heavens_comet_of_casandora
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_comet_of_casandora_upgraded	cost_mod	wh_main_spell_heavens_comet_of_casandora_upgraded
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_comet_of_casandora	recharge_mod	wh_main_spell_heavens_comet_of_casandora
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_enable_chain_lightning	enable	wh_main_spell_heavens_chain_lightning
wef_naieth_the_prophetess_wh2_main_effect_magic_heavens_reduce_wom_cost_chain_lightning	cost_mod	wh_main_spell_heavens_chain_lightning
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_cooldown_chain_lightning	recharge_mod	wh_main_spell_heavens_chain_lightning
wef_naieth_the_prophetess_wh_main_effect_magic_heavens_enable_chain_lightning	enable	wh_main_spell_heavens_chain_lightning
wef_naieth_the_prophetess_wh_dlc05_effect_magic_ability_enable_life_bloom	enable	wh_dlc05_lore_passive_life_bloom
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_awakening_of_the_wood	recharge_mod	wh_dlc05_spell_life_awakening_of_the_wood
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_enable_awakening_of_the_wood	enable	wh_dlc05_spell_life_awakening_of_the_wood
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_awakening_of_the_wood	cost_mod	wh_dlc05_spell_life_awakening_of_the_wood
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_awakening_of_the_wood	recharge_mod	wh_dlc05_spell_life_awakening_of_the_wood
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_enable_awakening_of_the_wood	enable	wh_dlc05_spell_life_awakening_of_the_wood
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_enable_earth_blood	enable	wh_dlc05_spell_life_earth_blood
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_earth_blood_upgraded	enable_overchage	wh_dlc05_spell_life_earth_blood
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_earth_blood_upgraded	enable	wh_dlc05_spell_life_earth_blood
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_earth_blood	recharge_mod	wh_dlc05_spell_life_earth_blood
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_earth_blood_upgraded	enable_overchage	wh_dlc05_spell_life_earth_blood
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_earth_blood_upgraded	enable	wh_dlc05_spell_life_earth_blood
wef_naieth_the_prophetess_wh2_main_effect_magic_life_miscast_reduction_earth_blood_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_earth_blood_upgraded
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_earth_blood	cost_mod	wh_dlc05_spell_life_earth_blood
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_earth_blood_upgraded	cost_mod	wh_dlc05_spell_life_earth_blood_upgraded
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_earth_blood	recharge_mod	wh_dlc05_spell_life_earth_blood
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_enable_shield_of_thorns	enable	wh_dlc05_spell_life_shield_of_thorns
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_shield_of_thorns_upgraded	enable_overchage	wh_dlc05_spell_life_shield_of_thorns
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_shield_of_thorns_upgraded	enable	wh_dlc05_spell_life_shield_of_thorns
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_shield_of_thorns	recharge_mod	wh_dlc05_spell_life_shield_of_thorns
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_shield_of_thorns_upgraded	enable_overchage	wh_dlc05_spell_life_shield_of_thorns
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_shield_of_thorns_upgraded	enable	wh_dlc05_spell_life_shield_of_thorns
wef_naieth_the_prophetess_wh2_main_effect_magic_life_miscast_reduction_shield_of_thorns_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_shield_of_thorns_upgraded
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_shield_of_thorns	cost_mod	wh_dlc05_spell_life_shield_of_thorns
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_shield_of_thorns_upgraded	cost_mod	wh_dlc05_spell_life_shield_of_thorns_upgraded
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_shield_of_thorns	recharge_mod	wh_dlc05_spell_life_shield_of_thorns
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_enable_flesh_to_stone	enable	wh_dlc05_spell_life_flesh_to_stone
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_flesh_to_stone_upgraded	enable_overchage	wh_dlc05_spell_life_flesh_to_stone
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_flesh_to_stone_upgraded	enable	wh_dlc05_spell_life_flesh_to_stone
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_flesh_to_stone	recharge_mod	wh_dlc05_spell_life_flesh_to_stone
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_flesh_to_stone_upgraded	enable_overchage	wh_dlc05_spell_life_flesh_to_stone
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_flesh_to_stone_upgraded	enable	wh_dlc05_spell_life_flesh_to_stone
wef_naieth_the_prophetess_wh2_main_effect_magic_life_miscast_reduction_flesh_to_stone_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_flesh_to_stone_upgraded
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_flesh_to_stone	cost_mod	wh_dlc05_spell_life_flesh_to_stone
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_flesh_to_stone_upgraded	cost_mod	wh_dlc05_spell_life_flesh_to_stone_upgraded
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_flesh_to_stone	recharge_mod	wh_dlc05_spell_life_flesh_to_stone
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_enable_regrowth	enable	wh_dlc05_spell_life_regrowth
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_regrowth_upgraded	enable_overchage	wh_dlc05_spell_life_regrowth
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_regrowth_upgraded	enable	wh_dlc05_spell_life_regrowth
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_regrowth	recharge_mod	wh_dlc05_spell_life_regrowth
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_regrowth_upgraded	enable_overchage	wh_dlc05_spell_life_regrowth
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_regrowth_upgraded	enable	wh_dlc05_spell_life_regrowth
wef_naieth_the_prophetess_wh2_main_effect_magic_life_miscast_reduction_regrowth_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_regrowth_upgraded
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_regrowth	cost_mod	wh_dlc05_spell_life_regrowth
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_regrowth_upgraded	cost_mod	wh_dlc05_spell_life_regrowth_upgraded
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_regrowth	recharge_mod	wh_dlc05_spell_life_regrowth
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_enable_the_dwellers_below	enable	wh_dlc05_spell_life_the_dwellers_below
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_dwellers_below_upgraded	enable_overchage	wh_dlc05_spell_life_the_dwellers_below
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_dwellers_below_upgraded	enable	wh_dlc05_spell_life_the_dwellers_below
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_the_dwellers_below	recharge_mod	wh_dlc05_spell_life_the_dwellers_below
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_dwellers_below_upgraded	enable_overchage	wh_dlc05_spell_life_the_dwellers_below
wef_naieth_the_prophetess_wh2_main_effect_magic_life_enable_dwellers_below_upgraded	enable	wh_dlc05_spell_life_the_dwellers_below
wef_naieth_the_prophetess_wh2_main_effect_magic_life_miscast_reduction_dwellers_below_upgraded	miscast_percentage_mod	wh_dlc05_spell_life_the_dwellers_below_upgraded
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_dwellers_below	cost_mod	wh_dlc05_spell_life_the_dwellers_below
wef_naieth_the_prophetess_wh2_main_effect_magic_life_reduce_wom_dwellers_below_upgraded	cost_mod	wh_dlc05_spell_life_the_dwellers_below_upgraded
wef_naieth_the_prophetess_wh_dlc05_effect_magic_life_cooldown_the_dwellers_below	recharge_mod	wh_dlc05_spell_life_the_dwellers_below
vmp_mannfred_von_carstein_wh_main_effect_ability_enable_curse_of_undeath	enable	wh_main_lore_passive_the_curse_of_undeath
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_invocation_of_nehek_upgraded	enable_overchage	wh_main_spell_vampires_invocation_of_nehek
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_invocation_of_nehek_upgraded	enable	wh_main_spell_vampires_invocation_of_nehek
vmp_mannfred_von_carstein_wh_main_effect_magic_vampires_cooldown_invocation_of_nehek	recharge_mod	wh_main_spell_vampires_invocation_of_nehek
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_invocation_of_nehek_upgraded	enable_overchage	wh_main_spell_vampires_invocation_of_nehek
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_invocation_of_nehek_upgraded	enable	wh_main_spell_vampires_invocation_of_nehek
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_miscast_reduction_invocation_of_nehek_upgraded	miscast_percentage_mod	wh_main_spell_vampires_invocation_of_nehek_upgraded
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_reduce_wom_cost_invocation_of_nehek	cost_mod	wh_main_spell_vampires_invocation_of_nehek
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_reduce_wom_cost_invocation_of_nehek_upgraded	cost_mod	wh_main_spell_vampires_invocation_of_nehek_upgraded
vmp_mannfred_von_carstein_wh_main_effect_magic_vampires_cooldown_invocation_of_nehek	recharge_mod	wh_main_spell_vampires_invocation_of_nehek
vmp_mannfred_von_carstein_wh_main_effect_magic_vampires_enable_vanhels_danse_macabre	enable	wh_main_spell_vampires_vanhels_danse_macabre
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_vanhels_danse_macabre_upgraded	enable_overchage	wh_main_spell_vampires_vanhels_danse_macabre
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_vanhels_danse_macabre_upgraded	enable	wh_main_spell_vampires_vanhels_danse_macabre
vmp_mannfred_von_carstein_wh_main_effect_magic_vampires_cooldown_vanhels_danse_macabre	recharge_mod	wh_main_spell_vampires_vanhels_danse_macabre
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_vanhels_danse_macabre_upgraded	enable_overchage	wh_main_spell_vampires_vanhels_danse_macabre
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_vanhels_danse_macabre_upgraded	enable	wh_main_spell_vampires_vanhels_danse_macabre
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_miscast_reduction_vanhels_danse_macabre_upgraded	miscast_percentage_mod	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_reduce_wom_cost_vanhels_danse_macabre	cost_mod	wh_main_spell_vampires_vanhels_danse_macabre
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_reduce_wom_cost_vanhels_danse_macabre_upgraded	cost_mod	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
vmp_mannfred_von_carstein_wh_main_effect_magic_vampires_cooldown_vanhels_danse_macabre	recharge_mod	wh_main_spell_vampires_vanhels_danse_macabre
vmp_mannfred_von_carstein_wh_main_effect_magic_vampires_enable_gaze_of_nagash	enable	wh_main_spell_vampires_gaze_of_nagash
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_gaze_of_nagash_upgraded	enable_overchage	wh_main_spell_vampires_gaze_of_nagash
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_gaze_of_nagash_upgraded	enable	wh_main_spell_vampires_gaze_of_nagash
vmp_mannfred_von_carstein_wh_main_effect_magic_vampires_cooldown_gaze_of_nagash	recharge_mod	wh_main_spell_vampires_gaze_of_nagash
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_gaze_of_nagash_upgraded	enable_overchage	wh_main_spell_vampires_gaze_of_nagash
vmp_mannfred_von_carstein_wh2_main_effect_magic_vampires_enable_gaze_of_nagash_upgraded	enable	wh_main_spell_vampires_gaze_of_nagash
